168;4679
15421;5727
10131;5304
8906;5223
2058;4798
2059;4799
8464;5011
2060;4800
10132;5292
6188;4873
15830;5650
10133;5305
11822;5470
2061;4801
2062;4802
169;
8465;4689
7691;
10134;5306
2063;4803
2064;4804
15698;4794
10135;5302
15099;4691
15831;5822
10136;5307
13109;4684
2065;4805
8907;5224
15699;
8908;4733
2066;4806
2067;4807
14290;5535
10137;5305
15832;5823
9747;4724
6780;5060
10138;5308
170;4714
171;4715
10139;5309
3820;
11823;5471
2068;4803
15833;
14620;4996
172;4716
13110;5557
15422;
12802;4688
10140;5310
15834;5824
13111;4684
13112;5558
2069;4807
173;4717
174;4718
6781;
14372;5630
13113;4684
11824;
15835;5825
15423;5783
10141;5311
175;4719
176;4706
8909;4733
6640;
13114;4996
1874;
2070;4808
177;4720
10142;5312
15836;5826
178;4719
15837;5827
11825;5472
7692;5157
15424;4981
2071;4809
13115;5559
15838;5828
15839;5829
6613;4791
14373;4691
11826;5473
15840;5830
2072;4810
6782;5061
2073;4811
2074;4812
6189;4873
15425;5753
2016;4682
2075;4813
2076;4814
14666;5647
10143;5313
179;4720
9979;
180;4721
13116;5555
15100;4685
6420;5017
2077;4815
6421;4684
11827;5474
2078;4684
2079;4816
10144;5305
2080;4817
15841;5831
10145;4970
6783;5062
2081;4806
2498;
15842;5832
12983;4801
11828;5475
2082;4818
10146;5314
15843;5833
13117;
13118;5560
8910;
6190;4873
15844;5834
2083;4819
2084;4684
6784;
2085;4820
6785;5063
13119;4684
2086;4821
2087;4706
11829;5476
10147;5307
2088;4822
13120;5561
10148;5293
8911;5225
2089;4823
6786;4713
7693;4691
181;4722
10149;5315
11830;5477
13121;5562
6422;5017
8912;5226
15845;5835
7694;4691
6787;5064
2090;4824
182;4715
14374;5631
6624;4682
2091;4825
13122;5563
183;
2092;4826
2093;4827
14667;5648
13123;4684
15846;5836
6788;
6789;5065
2094;4706
14375;5024
8913;5227
2095;4828
13124;4684
15847;5837
2096;4829
184;4723
14668;5649
6790;5066
15848;5838
15700;5014
185;4724
15849;5839
2097;4822
2098;4684
12803;4684
2099;4830
2100;4706
186;
15850;5840
9748;4712
13125;4684
2101;4829
187;4725
15851;5841
2102;4831
13126;5564
2017;4682
10150;5316
2103;4829
15852;5842
15853;5826
13127;4684
10151;5317
2104;4704
13128;5557
15854;5843
6191;4873
2105;4832
2106;4833
15855;5844
10152;5315
11831;5472
13129;4684
2107;4834
166;4691
10153;4697
2108;4810
2109;4684
7695;5158
8466;4684
10154;5318
15856;5839
6674;
12804;
13130;
6423;5017
10155;5319
8880;5012
3659;
1875;
2110;4835
8467;
14669;5650
2111;4807
15857;5841
2112;4816
6791;5067
2113;4817
13131;5565
2114;4836
2115;4710
2116;4837
188;4726
9980;
189;4727
15858;5839
190;
15317;5785
14291;4684
191;4728
15859;5845
9947;
2117;4838
2118;4839
15426;5112
192;4717
2119;4840
14670;5604
11832;5478
193;4729
2120;4841
15860;5839
14671;5651
2121;4837
194;4726
2122;4842
8914;5228
14292;5535
6424;4680
2123;4843
15861;5845
6192;4873
15862;5846
12805;4684
8915;4699
15863;5841
2124;4844
9749;4712
6792;5068
13132;4684
13133;5566
15101;5016
13134;5567
6793;5065
2018;4682
2125;4845
195;4730
2126;4846
13135;5568
2127;4826
9981;5285
15427;5727
10156;5320
2128;4847
13136;5565
15864;5845
8916;5229
2129;4684
11833;5479
15865;5847
196;4731
10157;5321
10158;
197;4732
6794;
2130;4848
13;4683
13137;
9528;
2131;4810
6193;4788
9982;
13138;
15866;5839
15867;5845
10159;5305
11834;5480
11835;5481
119;4703
15428;5774
6650;4789
15868;5848
15429;
2132;4806
15430;
8917;4733
198;4733
6194;4684
15102;5727
2133;4803
15869;5844
10160;5322
6795;5069
2134;4849
199;4720
8918;4699
10161;5323
2135;4821
11836;5482
200;4731
11661;
13071;
2136;4806
6796;5061
15870;5841
10162;5324
201;4705
13139;5569
202;4733
15871;5837
6797;5070
2137;4850
2138;4851
14672;5652
2139;4849
2140;4852
8919;4701
12806;4684
12807;4694
203;4734
7696;4691
204;4718
15872;5849
7697;5158
14269;5625
14673;5604
13140;4684
205;4718
6798;5067
2141;4853
15873;5850
11837;4696
15874;5829
10163;5325
11838;5483
2142;4684
2143;4829
206;4724
207;4715
13141;5570
2144;4854
13142;5571
8920;5230
10164;5326
15875;5839
2145;4802
208;4719
6699;5035
15318;5786
13143;5570
10165;5327
209;4735
8921;5223
15876;5851
2146;4855
10166;5328
8468;4696
15877;5826
2147;4684
11662;
15878;5852
15879;5853
10167;5329
6799;5071
11839;5484
2148;4831
10168;5321
3236;
7698;
210;4722
2149;4856
15431;5733
11840;5485
10169;5330
2150;4857
7699;
11663;4769
13144;5570
2151;4810
7700;
7701;
12984;
12808;4684
15880;5846
2152;4858
8469;4684
2153;4848
2154;4859
6195;5012
6800;5072
11841;5486
2155;4860
2156;4861
15432;5796
2157;4705
15881;5854
15882;5850
10170;5331
15319;5787
2158;4684
9983;
15883;5855
8922;4699
6801;4792
11842;5487
2159;4684
15884;5844
2160;4862
15885;5856
8881;5209
211;4736
7702;
2161;4806
15886;5839
9851;4682
6670;
2162;4839
6425;4680
15887;5857
9984;
15888;4691
14674;4684
13145;5014
14621;4684
212;4719
2163;4823
6196;4684
2164;4863
10171;
6426;4873
6625;4759
13146;4873
14675;5653
13147;5572
14676;5654
6197;4792
10172;5220
13148;5573
14293;5015
2165;4864
8923;5230
15889;5858
11843;5488
13149;5569
13150;5562
2166;4817
2167;4865
11664;
11844;4717
10173;
2168;4866
15890;5859
2169;4852
2170;4851
15891;5860
13151;5558
213;4696
2171;4820
214;4733
13152;4873
14565;
15892;5850
12809;4684
215;4724
7703;4691
15893;5844
216;4737
8924;
15894;5841
11845;5472
13153;5574
6802;5073
10174;5332
8470;4691
10175;4970
13154;4684
217;4738
14677;5655
2172;4819
11846;5487
2173;4684
11847;5489
2174;4867
11848;5490
218;4717
2175;4857
2176;4868
15895;5861
12810;4684
2177;4847
15896;5840
9529;
2178;4869
13155;5558
15897;5841
10176;5333
10177;5327
14678;5656
2179;4706
13156;5574
11577;5450
13157;5575
219;4733
15898;5841
10178;
9530;
6803;5074
11849;5490
2180;4870
2181;4858
14622;4792
1970;4788
10179;5305
11850;
6804;4713
6805;5075
11851;5483
11852;5471
220;4739
8925;4733
15899;5849
14679;5657
8926;5228
1876;
2182;4871
15900;5861
11665;
6806;4792
2183;4852
9531;
2184;4872
2185;4839
10180;5288
2186;
6198;4684
2187;4873
9985;
221;4727
7704;5159
2188;4853
15103;5728
7705;4684
9750;4712
2189;4829
15901;5826
2190;4867
10181;5310
7706;4691
14680;5177
222;4706
15433;5753
15902;5841
15903;4933
223;4740
10182;5286
6807;5076
224;4696
15701;4691
2191;4874
15904;5184
15434;5762
2192;4708
2193;4875
9751;5268
2194;4876
6808;5025
9532;
11046;
15905;5849
8927;5231
8928;5232
2195;4877
2196;4878
10183;5296
15435;5731
9852;4682
14376;5019
6809;5077
14623;4794
15906;5862
225;4717
9533;
15104;5729
6810;5078
2197;4831
2198;4879
10184;5288
226;4741
8929;5233
9534;
6199;4788
10185;5334
1877;4703
2199;4827
227;
6811;5079
8930;4733
15320;5785
8931;5232
2112;4816
2200;4880
15907;5826
6427;4873
38;4691
13158;4684
11853;5490
8471;4684
6200;4873
2201;4881
2202;4862
13159;4791
228;4740
15908;5863
15909;5848
11854;5491
2203;4882
2204;4883
14681;5658
8932;5234
8933;4733
14682;5659
2205;4840
2206;
13160;4684
13161;5570
15105;5730
15436;5751
14377;5632
2207;4884
2208;4885
15910;5852
2209;4842
15911;5845
229;4742
15912;5853
11666;5463
13162;5576
15106;5731
10186;5332
15107;4873
13163;5577
7707;4691
230;
2019;4682
15913;
6428;4680
10187;5335
7708;5160
9986;
8934;5235
2210;4821
2211;4886
231;4720
15914;5861
11855;5490
9535;
2212;4882
10188;5336
13164;4684
2213;4857
8935;5236
13165;5578
2214;4887
2215;4888
15915;5841
6812;5080
2216;4889
1878;4681
8936;4733
9987;
2217;4833
13166;5565
11856;5490
13167;5579
13168;4684
11857;5481
8937;5225
11858;5477
15916;5864
15917;5865
2218;4890
10189;5321
9752;5269
13169;4684
6813;5079
10190;5337
6814;
15918;5843
13170;
2219;4833
10191;5286
15919;5866
6815;5081
2220;4839
2221;4837
15920;5825
9753;5270
14563;5014
15921;5867
8472;5206
15922;5826
11667;5463
6201;5013
15923;5829
10192;5338
15924;5868
14;4684
15925;5841
6816;5082
8473;5206
1879;
8938;5237
2222;4806
11859;5471
15926;5869
11860;5012
10193;5339
2223;4856
6817;4792
10194;5340
11861;5492
2224;4684
10195;5341
6818;5083
10196;
8474;
232;4732
6037;
15702;5811
7709;4691
2225;4845
11862;5471
13171;4788
10197;5342
8939;5238
2226;4831
233;4743
234;4717
2227;4829
14683;4684
10198;5343
8475;5206
2228;4810
235;4744
6202;5014
2229;4851
13172;4684
2230;4891
10199;5342
15927;5856
2231;
14684;4684
9536;
236;4717
2232;4817
15108;5208
11863;5470
2233;4706
2234;4892
15928;5830
2235;4848
15321;5788
2236;4893
6203;5015
11864;5493
2237;4835
2238;4871
15929;5839
11865;5494
2239;4856
2240;4894
8940;5232
12811;4684
15930;5841
6682;5030
2241;4857
15931;5870
2242;4818
237;4745
7710;5158
2243;4895
